Text,is_humor
"—Bebé, dime algo que te guste. —Nutella. —Jajá no tontito, otra cosa. —¡TU MEJOR AMIGA! JAJAJA... ¡Era broma mi amor! ¡¡¡SUELTA ESA SILLA!!!",1
"la semana que viene arranco todo,no saben los nervios que estoy manejando",0
A mi laburo va a comprar una mujer que tiene los ojos mas hermosos que vi.,0
A donde van las pulgas después de que se mueren? Al pulgatorio.,1
"Si María es virgen, Jesús es adoptado",1
RT @eltedy: la #leche engorda (Una embarazada),1
"Me compré  una tele nueva y no sé donde ponerla.
Lo de la tele es lo que menos me preocupa.",1
"Yo: perdón.
Alguien: deja de pedir perdón por todo.
Yo: bueno, perdón.",1
Al fin @msalasrondon hay o no hay pico placa mañana?,0
"Échele ojo al perfil de @pmarsupia, información imparcial y objetiva sobre conflicto en Oriente Medio. Impredecible, síganlo en serio.",0
Madurar es dejar de creer que el profesor Jirafales sólo entraba a tomar una tacita de café #XD,1
Antes de hablar hay que pensar,0
"—Mamá, tengo 2 noticias, una buena y una mala —Cuéntame hija que pasó —Pasé una prueba —¡Muy bien! ¿Y la mala? —...de embarazo. =(",1
"—¿Qué somos?
—¡Médicos!
—¿զᵘᵉ զᵘᵉʳᵉᵐºˢ?
—¡ռթ lթ էﻪъεოթէ!
—¿lεսรﻪէ ﻪรﻪъεէ զﻪรﻪ քﻪ८ε? —¡ج كm فا جيmف جفيo فo",1
ORDENAR es igual a tirar todo objeto desordenado en algún lugar donde se note menos.,1
Todas iguales 😂😂,0
@SismologicoMX hola sismologico nacional donde esta temblando en estos momentos,0
Kanye showing his black hole #VMAs,0
"Soy fan de los resaltadores de coles, microfobras de colores y hasta con brillito. Me encantann ?",0
@TodosMeDicenRay no se vale porque la ortografía fue errrroneaaaaaa,0
"—Amor, puse ""tupene"" como contraseña y dijo que era ""muy corto"" JAJA —Pues yo puse ""minovia"" y dijo que era ""muy fácil"".",1
Que manija estoy de mañana,0
Si anted d inventarse el amor yo ya te estaba amandoo :3,0
Y todos estudian jajaja,0
Tan linda mi tia. Dios me la cuidé allá arriba😟🙏🏻💗,0
"¿Cómo se llama el campeón mundial de moto? 
Yosi Montomoto. 
¿Y el subcampeón? 
Yokasi Montomoto. 
#Chistes #Humo...",1
“La vida es demasiado corta como para extraer una USB de forma segura.”,1
Los Reyes son los padres. (Atte. El Prncipe Felipe),1
Las grandes almas tienen voluntades; las débiles tan solo deseos.,0
te tengo ganas yo nunca pensé que esto me iba a pasar a mi,0
Pendeja de mierda dios no la banco,0
CUANDO ERA NIÑO me enteré que los Reyes Magos eran los papás,0
"""Este programa posee contenido adulto""

-Dolores de espalda.
-Resúmen de la tarjeta.
-Ollas antiadherentes.
-Finales.",1
La alerta sísmica es mejor con  #SalsaVictoria,0
"Como si no tuviera suficiente con el hecho de tener que estar vivo, también tengo que aguantarme ser pobre.",1
"Febrero es el mes mas de mierda, no estas en la facultad pero tampoco estas de vacaciones, Cuanto falta para diciembree ?",0
La “depresión post-vacaciones” es ese período de once meses y medio que pasa entre que volvés de vacaciones y te vas de nuevo.,1
No confundan gordura con hinchazón decía mi abuela.,0
¿Para qué pasarme la vida insistiendo? Si sé que mi fuerte es la decepción.,0
"-¿Esta es la clínica de tímidos?  -Si, pasa.    -¿Te orinaste?  -Perdón, es que me dio pena preguntar en dónde estaba el baño.",1
"Hay un wey con una playera de morat en mi clase de semiótica, solo puedo pensar en lo mucho que @PerlaaLoya odiaria estar aqui 😂",0
no acostumbro seguir gente en twitter o instagram que dejan su numero para whapp. guau,0
"Del otro lado de tu miedo máximo, están las mejores experiencias de tu vida.",0
"Cata porq al citar vos  el tweet d ángel me aparece ,pero cuando alguien cita un l tweet de Laura directamente no me aparece , sabes ?",0
"1 universo, 9 planetas, 204 países, 7 mares, más de 7,056,890 millones de personas y yo aquí foreveraloneando en mi casa.",1
xq tildan de transfobica a lua walker?,0
Esos que le ponen candadito a su cuenta de Twitter ¿qué tuitean? ¿Códigos de misiles nucleares? ¿La fórmula para salir de la friendzone?,1
"Con mi ex terminamos por algunas diferencias religiosas, yo era cristiano y ella satanás.",1
mi colazón,1
"-Hijo por que llegaste borracho?
-mamá tu dijiste embriagate!
-Embriagate no ABRÍGATE!",1
Anuncio del periódico: Hombre invisible busca a mujer transparente para hacer cosas jamás vistas.,1
Estamos festejando el dia del trabajador 😂 nos juntamos los bien guapos,0
"Si no te consideras lo suficientemente pobre, Spotify te lo puede recordar cada 2 canciones.",1
"Hoy no me dejó en visto.

Lo bueno casi no se cuenta, pero cuenta mucho.",0
Hay 3 tipos de estudiantes: Los que estudian todos los días. Los que estudian un día antes . Y los que.. ¿AHH NO JODAS QUE HABÍA EXAMEN?,1
Y yo que pensaba que no había más límites para cruzar,0
"Soy consciente de que por mi manera de ser no le caigo bien a muchas personas, pero tambien soy consciente de lo poco que me importa.",0
"—Vi a un vagabundo comiendo en uno de esos botes donde echan la basura. —¿Contenedor? —No pendejo, con las manos, ellos no usan cubiertos.",1
"—Me asaltaron.
—No mames, ¿quién?
—Creo que se llama Brayan, ten su tarjeta, asalta bien chingón.",1
"#ElFísicoAtraePero que te diga: ""no te vayas, quiero seguir hablando contigo"", enamora.",0
"Oración que ofendía a una persona en 2008:
""Estás prieto y por eso no te quieren tus padres, porque eres retrasado"". 

2018:
""Hola"".",1
@Daniessandoval_ tantos twits y ninguno para mi acaso ya me olvidaste?,0
Diosito mandales plata a los que me deben a ver si me pagan #XD,1
Jajaja nociertosicierto,0
"Hola @KAKA, @SergioRamos, @Cristiano, @aarbeloa17, @XabiAlonso. Todo Twitter estamos esperando la cadena de mensajes como el año pasado.",0
"Los árboles que habrá talado mi ex para hacer el papel lamentable que está haciendo al hablarme como si nada, un ridículo.",1
¿Qué le dijo un transformista  a otro ..? Nunca cambies...#chistes,1
#RazonesParaUnaDepresión que se te acabe la bateria del celular en medio de una conversación emocionante.,0
Los televisores vienen más finitos porque tienen cada vez menos adentro.,1
"Estimados Optimista, Pesimista y Realista: mientras estaban ocupados discutiendo sobre el vaso de agua, me lo bebí. ATTE. el Oportunista.",1
"Qué bonito cuando un Amor te cambia por dentro, sin quererlo o saberlo, solo porque te nace desear ser mejor persona.",0
"Todas las gordas tienen algo hermoso , generalmente es una prima.       #chistes #humor",1
Resignate Jajajaja babas 😂😂😘😘😘😘😘😘,0
¿Crees que el gobierno de López Obrador ha deteriorando la imagen turística de México? 🏄‍♀,0
Si estoy pa’ ti es porque te quiero,0
"Vivo con el miedo de entrar a un baño para discapacitados, que llegue un discapacitado y me arme un desmadre por usar su baño.",1
"#FelizDiaDelAmigo !!!! Un buen amigo es como un preservativo, nos acompaña cuando la cosa se pone dura.",1
Wacho no se que onda como mierda volví a pesar 46kg 🤔,0
Los días feriados arruinan mi días de entrenamiento 😠,0
"¿Donde venden errores baratos?
los mios me han salido muy caros
#frases",1
Vámonos todos dicen que hay una pelea de hormigas en la otra cuadra,1
"— Wey, me cogí a ya sabes quién.

— No mames, ¡¿te cogiste a AMLO?!",1
#EsDeMORENAzis comer y masticar como pinche vaca,0
"Sabes que vas en el camino hacia el éxito si sólo lo que deseas es hacer tu trabajo, incluso si no te pagaran por ello.

#ConfianzaEnSiMisma",0
"-Hija, ¿cómo se llama ese alemán que me hace olvidar las cosas? -Alzheimer mamá, Alzheimer! #ChisteClasico",1
La verdad mientras yo cumplo mis metas ella solo esta hablando mal de mi JAJAJAJA,0
"He pasado una madrugada mala,sin dormir bien,encojona,con pesadillas y ganas d morirme.Punto.Asi me siento hoy.",0
"Los hombres buenos, fieles, atentos, detallistas, responsables, trabajadores y románticos si existen, sólo que estamos gordos.",1
"-Te amo. -Yo más. -No, yo más. -No, yo más. -¿Quién le perdonó los cuernos a quién? -Esta bien, tú más :D",1
"Hoy es viernes y mi cuerpo lo sabe, sabe que me voy a quedar en mi cama a VER NETFLIX Y COMER PIZZA.",1
RT @mametv: saben dónde queda la casa de Bruce Lee?... pues queda... Aiyaaaaa!!,1
"Mis estudiantes se acomplejan cuando les pido que repitan pero es porque soy pingue sorda, no porque sean bruticos :-(",0
-¿Cuál es la diferencia entre un heterosexual y un bisexual?... 20 cervezas,1
me dejaron sin nada.,0
Un gato llamado Tido vivía en un cesto y se murió... ¿Nombre de la película? EL CESTO SIN TIDO! #fb,1
"A veces la odio tanto, Dios. Nv#",0
"Se siente bonito encontrar al amor de tu vida, pero se siente hermoso encontrar dinero en el pantalón.",1
"Me causa gracia cuando me dicen ""esperaba algo más de vos"". Ni yo espero nada de mi, hasta me asusto cuando algo me sale bien.",1
"""Quién conoce las tempestades, ve llover y sonríe"". 🌩🌞",0
#GradaWorten Asensio siempre aparece,0
"No me arrepiento de nada, pero tengo claro las cosas que no volvería a hacer.",0
Si le tienen que dar alguna lista a los de Vox que sea la de los Reyes Godos.,1
Y lo usa mas mi novio que yo ??,0
"—Oye, ¿conoces a Mario Bros?

—No.

—Yoshi.",1
"—¡Rubia, tienes una neurona! —¡Quítamela, quítamela, quítamela!",1
"""O sea, sí me gustas, pero en vez de decírtelo, te voy a mandar un chingo de indirectas y mensajes ocultos"" —Mujeres.",1
me dice que pare,0
Quiero ilusionarme sin miedo a decepcionarme.,0
Enfin que me deis dineros que me extraño entonces.,0
quiero contarles que hoy tuve ataques de ansiedad,0
Round one!!!  guau,0
"No hay varo carnal 

MENTIRAS DE POBRES",0
Nunca fui tan feliz de irme de la u 😸😻😻😸,0
"yo no cambio constantemente de novia, a mi me dejan y pos no me gusta estar solo ( ok si me gusta pero hay que culiar) guau",0
"Una de las mejores sensaciones, es dar un abrazo a alguien que has extrañado tanto.",0
"—¿Por qué estás llorando?
—Todos se burlan de mí por gordo.
—Soy tu hada madrina, pídeme un deseo.
—Quiero 5 pizzas y 2 botes de helado.",1
"Es tan mala onda que su color favorito es el FUCKsia.
#frases",1
Llega una señora muy fea a una tienda y dice a Pepito: -Dame una escoba. -¿Se la envuelvo o se va a ir en ella? #fb,1
Eres la casualidad más bonita que llegó a mi vida.,0
"LA LA LÁSTIMA

#Oscars",0
"Que hacen dos epilépticos en una cabina de telefonos?
-La Fiesta de la Espuma  #chistes #humor",1
@badbunnyPR  me ayudas en mi carrera de cantante por favor soy nuevo,0
"Típico: Cuando te escriben algo bonito, lo lees cómo 20 veces.",0
"En la fiesta, yo como soy gallina traigo cocaina, y tú iguana yo como soy iguana traigo mariguana,y tú sapo yo como soy sapo traygo el FBI",1
"Típico: Escuchar los pasos de tu mamá, bloquear el celular y hacerte el dormido.",1
Quiero ver si estoy en la lista de lo que estás buscando,0
Otro mesesito más a la cuenta gaD❤️,0
Si Díaz Gilligan tiene que renunciar por una cuenta en el exterior sin declarar por qué no lo hicieron en todos los anteriores casos 🧐,0
"#ElDomingoEsPara:

A) Dormir a placer.
B) Tuitear todo el día.
C) Quejarse porque mañana es lunes.
D) Todas las anteriores.",1
"Estoy esperando el aguinaldo.

No importa cuando leas esto.",1
A la novia se le contesta rápido. FIN,0
Estás bien curiosa amiga,0
ARRE la estresaba todo igual si,0
Fracasaron como familia si no tienen lugares fijos en la mesa y en el auto.,0
Es imposible caerle bien a todo el mundo. También es imposible caerle mal a todo el mundo. Lo que sí es posible es vivir sin que te importe.,0
"Odio cuando estoy a punto de abrazar a la persona mas sexy del mundo, y mi cara pega en el espejo.",1
"Hoy un amigo me dijo que soy como las matemáticas, me veo fácil pero en realidad soy bien pinche difícil 
#FraseDelDía",1
"Una cerdita: -Mamá, mamá por qué tenemos una raja aquí abajo? -Porque si la tuvieras arriba serías una alcancía.",1
el puto día que me llegue un pedido en la fecha estimada de entrega 🙄😷,0
Las mejores cosas suceden cuando menos las esperas.,0
"—Mira hijo, el gato esta bailando Harlem Shake.  
—¡¡ABUELO BAJA  EL GATO DE LA ESTUFA!!",1
"Hoy en el metro le di una nalgada a una flaquita nalgona y me dijo “enfermo”. Aparte de nalgona, adivina. ¿Cómo supo que tengo gripa?",1
Que será la vida de este pibe ?,0
No superó que Azul la semana que viene empieza jardín,0
"Que cagada que cueste tanto todo, adelgazar, estudiar, trabajar. Quiero ser un florero, los floreros no engordan, no estudian, no trabajan.",0
Netflix + carne fileteada con cebolla + papas fritas + Cerveza fría = Felicidad.,0
"-Papi, ¡feliz día del abuelo! -Ay hijita pero no tengo ningún nieto. -¡SORPRESAAA! #chiste",1
"Yo también prefiero estar loco y ser feliz, que ser normal y amargado.",0
Mañana tengo 4 horas seguidas de matemáticas 😐🤔,0
no se usar el deck,0
"Victoria conchuda, contestame",0
Los domingos se disfrutan más cuando amaneces sin cruda y con un par de nalgas al lado.,0
"""Ya güey, vamos, más vale pedir perdón que pedir permiso"".

-Satanás vestido de uno de tus amigos...",1
"—Te quiero mamá.
—Yo también te quiero pero solo como amigos JAJAJÁ.
—Ya mamá, no sé ni para qué te conté eso.
—JAJAJÁ no aguantas nada.",1
"—Amor, ¿qué es “stalker”? 
—¿Por qué preguntas? 
—Porque pusiste esa palabra en un tuit el 15 de enero del 2010 a las 8:24PM vía web.",1
#SoyExatlón cuando voy por mi hijo a la secundaria y llegamos rápido,0
"estaeia participando mas pero m siento enserio MUY mal, mas haya d lo d lua, me sientocre mal ja #AñoWalker",0
Que le dirian a el tu del pasado?,0
Mis propósitos para el año 2014: 1)Usar menos Twitter 2)Ir más a gimnasio 3)Ser responsable 4)Ser sociable 5)Dejar de decir tantas mentiras,1
¿Donde tiene Z la ciruela¿?.... ¡En el caroZo!,1
"-¿Tú eres virgen mi vida? -No mi amor, perdí mi virginidad, pero aún conservo el empaque donde venia! by @Darialber #fb",1
¿Los albañiles se van a cielo por sus buenas obras?,1
"—Amor, ¿Así vestida me veo muy puta?
—No mi amor.
—¡Ash!, deja me cambio.
—:S",1
"Felicito a todos, excelente @YoSoyBeaTV",0
Con esos pantalones de colores que están de moda ya no se si salgo con mis amigos o con los POWER RANGERS.,1
"Si te tirás en paracaídas, pero no se abre ¿Qué haces? .... Un pozo!",1
"Gracias Dios x lo bueno, lo malo y lo feo q paso este 2012 d todo se aprende y todo pasa x algo esperemos que este 2013 vengan cosas buenas",0
Típico: Hablar con esa persona especial por chat y sonreirle a la pantalla.,1
#iHeartAwards #BestBoyBand #BTS @BTS_twt &lt;3 [VOTO 3],0
"No es el beso, es quien lo da.",0
regina28210992 5,0
"Yo no dormí nada por hablar con cierta personita, siéntete mejor Yuly.",0
"""Tenemos WIFI, no hablen entre ustedes por favor""",1
"La verdad te hará libre, pero primero te hará encabronar.",1
@EzioRed me sigues¿,0
Dime dónde estabas todo este tiempo atrás,0
"Los domingos no me estén chingando, son sagrados.",0
"El jardinero tiene una frase de vida ""podemos""",1
YA SE ANTOJA LA HIERBA QUE APESTA,0
"Nosotros kids? Dejen de traer niños a los programas plis, me aburren a re forro",0
"RT @programadorasp: RT @Mich090: RT @carvalladolid: -Hola, le llamo del 1004 -Imposible, hasta 1876 no se inventó el teléfono",1
"No importa quién seas, qué tipo de música te guste, ni qué aparentes ser. Ante todo, respeto a los muertos.

#DescanseEnPazJenniRivera",0
"—Abuelo, ¿sabes inglés —Yes. —¿What's your name? —Yes.",1
"""SOOHEEE!!!!!!a joder se ha dichooooo!!!!!!!!!_@ferninmercado: Hoy estoy libre. #MCED #FukinWin""",0
Típico: ir al cine y comerse todo antes de que empieze la película.,0
"—Un currículum espectacular, señorita. —Gracias. —¿Y de ingles, qué tal? —Perfectamente depiladas. —Fenomenal. El puesto es suyo.",1
Entonces ya se les paso la moda de Stranger Things,0
